Participant_ID,start_400,end_400,start_100,end_100,start_diff,end_diff,movement
Participant_117,400.0,300.0,100.0,300.0,300.0,0.0,-300.0
Participant_118,400.0,400.0,100.0,225.0,300.0,175.0,-125.0
Participant_119,400.0,200.0,100.0,200.0,300.0,0.0,-300.0
Participant_120,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_121,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_123,400.0,375.0,100.0,25.0,300.0,350.0,50.0
Participant_124,400.0,600.0,100.0,25.0,300.0,575.0,275.0
Participant_125,400.0,400.0,100.0,350.0,300.0,50.0,-250.0
Participant_126,400.0,425.0,100.0,50.0,300.0,375.0,75.0
Participant_127,400.0,400.0,100.0,275.0,300.0,125.0,-175.0
Participant_128,400.0,150.0,100.0,150.0,300.0,0.0,-300.0
Participant_129,400.0,400.0,100.0,400.0,300.0,0.0,-300.0
Participant_130,400.0,425.0,100.0,325.0,300.0,100.0,-200.0
Participant_131,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_132,400.0,225.0,100.0,250.0,300.0,-25.0,-325.0
Participant_133,400.0,350.0,100.0,150.0,300.0,200.0,-100.0
Participant_134,400.0,575.0,100.0,0.0,300.0,575.0,275.0
Participant_135,400.0,400.0,100.0,325.0,300.0,75.0,-225.0
Participant_138,400.0,425.0,100.0,25.0,300.0,400.0,100.0
Participant_139,400.0,200.0,100.0,200.0,300.0,0.0,-300.0
Participant_140,400.0,375.0,100.0,225.0,300.0,150.0,-150.0
Participant_141,400.0,400.0,100.0,0.0,300.0,400.0,100.0
Participant_142,400.0,525.0,100.0,125.0,300.0,400.0,100.0
Participant_143,400.0,275.0,100.0,125.0,300.0,150.0,-150.0
Participant_144,400.0,400.0,100.0,225.0,300.0,175.0,-125.0
Participant_145,400.0,325.0,100.0,125.0,300.0,200.0,-100.0
Participant_146,400.0,150.0,100.0,100.0,300.0,50.0,-250.0
Participant_147,400.0,300.0,100.0,300.0,300.0,0.0,-300.0
Participant_148,400.0,450.0,100.0,325.0,300.0,125.0,-175.0
Participant_149,400.0,200.0,100.0,200.0,300.0,0.0,-300.0
Participant_151,400.0,250.0,100.0,150.0,300.0,100.0,-200.0
Participant_152,400.0,550.0,100.0,0.0,300.0,550.0,250.0
Participant_153,400.0,575.0,100.0,0.0,300.0,575.0,275.0
Participant_154,400.0,500.0,100.0,200.0,300.0,300.0,0.0
Participant_156,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_157,400.0,575.0,100.0,0.0,300.0,575.0,275.0
Participant_158,400.0,550.0,100.0,0.0,300.0,550.0,250.0
Participant_159,400.0,300.0,100.0,300.0,300.0,0.0,-300.0
Participant_160,400.0,350.0,100.0,350.0,300.0,0.0,-300.0
Participant_161,400.0,350.0,100.0,350.0,300.0,0.0,-300.0
Participant_162,400.0,375.0,100.0,0.0,300.0,375.0,75.0
Participant_164,400.0,500.0,100.0,75.0,300.0,425.0,125.0
Participant_165,400.0,150.0,100.0,100.0,300.0,50.0,-250.0
Participant_166,400.0,400.0,100.0,200.0,300.0,200.0,-100.0
Participant_167,400.0,350.0,100.0,325.0,300.0,25.0,-275.0
Participant_168,400.0,275.0,100.0,150.0,300.0,125.0,-175.0
Participant_169,400.0,300.0,100.0,300.0,300.0,0.0,-300.0
Participant_170,400.0,325.0,100.0,200.0,300.0,125.0,-175.0
Participant_171,400.0,550.0,100.0,0.0,300.0,550.0,250.0
Participant_172,400.0,300.0,100.0,300.0,300.0,0.0,-300.0
Participant_173,400.0,350.0,100.0,350.0,300.0,0.0,-300.0
Participant_174,400.0,400.0,100.0,0.0,300.0,400.0,100.0
Participant_175,400.0,250.0,100.0,125.0,300.0,125.0,-175.0
Participant_176,400.0,275.0,100.0,200.0,300.0,75.0,-225.0
Participant_179,400.0,575.0,100.0,25.0,300.0,550.0,250.0
Participant_180,400.0,225.0,100.0,200.0,300.0,25.0,-275.0
Participant_181,400.0,625.0,100.0,0.0,300.0,625.0,325.0
Participant_182,400.0,300.0,100.0,300.0,300.0,0.0,-300.0
Participant_183,400.0,350.0,100.0,350.0,300.0,0.0,-300.0
Participant_184,400.0,500.0,100.0,25.0,300.0,475.0,175.0
Participant_185,400.0,275.0,100.0,250.0,300.0,25.0,-275.0
Participant_186,400.0,300.0,100.0,250.0,300.0,50.0,-250.0
Participant_187,400.0,375.0,100.0,350.0,300.0,25.0,-275.0
Participant_189,400.0,450.0,100.0,0.0,300.0,450.0,150.0
Participant_190,400.0,350.0,100.0,350.0,300.0,0.0,-300.0
Participant_191,400.0,250.0,100.0,50.0,300.0,200.0,-100.0
Participant_192,400.0,375.0,100.0,250.0,300.0,125.0,-175.0
Participant_193,400.0,350.0,100.0,350.0,300.0,0.0,-300.0
Participant_194,400.0,275.0,100.0,100.0,300.0,175.0,-125.0
Participant_195,400.0,550.0,100.0,125.0,300.0,425.0,125.0
Participant_196,400.0,475.0,100.0,100.0,300.0,375.0,75.0
Participant_197,400.0,300.0,100.0,300.0,300.0,0.0,-300.0
Participant_198,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_199,400.0,200.0,100.0,200.0,300.0,0.0,-300.0
Participant_200,400.0,300.0,100.0,300.0,300.0,0.0,-300.0
Participant_201,400.0,425.0,100.0,100.0,300.0,325.0,25.0
Participant_202,400.0,400.0,100.0,175.0,300.0,225.0,-75.0
Participant_203,400.0,425.0,100.0,50.0,300.0,375.0,75.0
Participant_204,400.0,375.0,100.0,300.0,300.0,75.0,-225.0
Participant_205,400.0,600.0,100.0,125.0,300.0,475.0,175.0
Participant_206,400.0,425.0,100.0,0.0,300.0,425.0,125.0
Participant_207,400.0,450.0,100.0,50.0,300.0,400.0,100.0
Participant_208,400.0,200.0,100.0,200.0,300.0,0.0,-300.0
Participant_209,400.0,400.0,100.0,275.0,300.0,125.0,-175.0
Participant_210,400.0,150.0,100.0,150.0,300.0,0.0,-300.0
Participant_211,400.0,275.0,100.0,100.0,300.0,175.0,-125.0
Participant_212,400.0,425.0,100.0,75.0,300.0,350.0,50.0
Participant_213,400.0,350.0,100.0,325.0,300.0,25.0,-275.0
Participant_214,400.0,575.0,100.0,25.0,300.0,550.0,250.0
Participant_215,400.0,175.0,100.0,100.0,300.0,75.0,-225.0
Participant_217,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_218,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_219,400.0,275.0,100.0,50.0,300.0,225.0,-75.0
Participant_220,400.0,525.0,100.0,25.0,300.0,500.0,200.0
Participant_221,400.0,400.0,100.0,225.0,300.0,175.0,-125.0
Participant_222,400.0,350.0,100.0,300.0,300.0,50.0,-250.0
Participant_223,400.0,175.0,100.0,200.0,300.0,-25.0,-325.0
Participant_224,400.0,225.0,100.0,200.0,300.0,25.0,-275.0
Participant_225,400.0,275.0,100.0,250.0,300.0,25.0,-275.0
Participant_226,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_229,400.0,400.0,100.0,25.0,300.0,375.0,75.0
Participant_231,400.0,325.0,100.0,300.0,300.0,25.0,-275.0
Participant_232,400.0,350.0,100.0,275.0,300.0,75.0,-225.0
Participant_233,400.0,275.0,100.0,275.0,300.0,0.0,-300.0
Participant_234,400.0,375.0,100.0,175.0,300.0,200.0,-100.0
Participant_236,400.0,225.0,100.0,150.0,300.0,75.0,-225.0
Participant_237,400.0,225.0,100.0,100.0,300.0,125.0,-175.0
Participant_238,400.0,200.0,100.0,200.0,300.0,0.0,-300.0
Participant_239,400.0,525.0,100.0,50.0,300.0,475.0,175.0
Participant_240,400.0,275.0,100.0,250.0,300.0,25.0,-275.0
Participant_241,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_242,400.0,575.0,100.0,0.0,300.0,575.0,275.0
Participant_244,400.0,200.0,100.0,175.0,300.0,25.0,-275.0
Participant_246,400.0,400.0,100.0,375.0,300.0,25.0,-275.0
Participant_247,400.0,550.0,100.0,25.0,300.0,525.0,225.0
Participant_249,400.0,400.0,100.0,400.0,300.0,0.0,-300.0
Participant_250,400.0,525.0,100.0,0.0,300.0,525.0,225.0
Participant_251,400.0,150.0,100.0,125.0,300.0,25.0,-275.0
Participant_252,400.0,550.0,100.0,100.0,300.0,450.0,150.0
Participant_253,400.0,500.0,100.0,0.0,300.0,500.0,200.0
Participant_254,400.0,100.0,100.0,100.0,300.0,0.0,-300.0
Participant_255,400.0,400.0,100.0,250.0,300.0,150.0,-150.0
Participant_256,400.0,500.0,100.0,0.0,300.0,500.0,200.0
Participant_257,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_258,400.0,250.0,100.0,100.0,300.0,150.0,-150.0
Participant_259,400.0,475.0,100.0,75.0,300.0,400.0,100.0
Participant_260,400.0,350.0,100.0,225.0,300.0,125.0,-175.0
Participant_261,400.0,150.0,100.0,175.0,300.0,-25.0,-325.0
Participant_262,400.0,300.0,100.0,275.0,300.0,25.0,-275.0
Participant_263,400.0,300.0,100.0,150.0,300.0,150.0,-150.0
Participant_264,400.0,375.0,100.0,375.0,300.0,0.0,-300.0
Participant_265,400.0,575.0,100.0,0.0,300.0,575.0,275.0
Participant_266,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_267,400.0,475.0,100.0,0.0,300.0,475.0,175.0
Participant_268,400.0,325.0,100.0,225.0,300.0,100.0,-200.0
Participant_270,400.0,525.0,100.0,0.0,300.0,525.0,225.0
Participant_271,400.0,275.0,100.0,200.0,300.0,75.0,-225.0
Participant_272,400.0,325.0,100.0,150.0,300.0,175.0,-125.0
Participant_273,400.0,225.0,100.0,125.0,300.0,100.0,-200.0
Participant_274,400.0,550.0,100.0,25.0,300.0,525.0,225.0
Participant_275,400.0,575.0,100.0,150.0,300.0,425.0,125.0
Participant_277,400.0,425.0,100.0,0.0,300.0,425.0,125.0
Participant_278,400.0,150.0,100.0,175.0,300.0,-25.0,-325.0
Participant_279,400.0,225.0,100.0,75.0,300.0,150.0,-150.0
Participant_280,400.0,500.0,100.0,0.0,300.0,500.0,200.0
Participant_281,400.0,350.0,100.0,350.0,300.0,0.0,-300.0
Participant_284,400.0,550.0,100.0,125.0,300.0,425.0,125.0
Participant_285,400.0,100.0,100.0,100.0,300.0,0.0,-300.0
Participant_286,400.0,600.0,100.0,0.0,300.0,600.0,300.0
Participant_287,400.0,200.0,100.0,200.0,300.0,0.0,-300.0
Participant_288,400.0,300.0,100.0,275.0,300.0,25.0,-275.0
Participant_289,400.0,425.0,100.0,175.0,300.0,250.0,-50.0
Participant_290,400.0,325.0,100.0,300.0,300.0,25.0,-275.0
Participant_291,400.0,575.0,100.0,150.0,300.0,425.0,125.0
Participant_292,400.0,275.0,100.0,300.0,300.0,-25.0,-325.0
Participant_294,400.0,500.0,100.0,0.0,300.0,500.0,200.0
Participant_295,400.0,350.0,100.0,225.0,300.0,125.0,-175.0
Participant_297,400.0,225.0,100.0,150.0,300.0,75.0,-225.0
Participant_299,400.0,350.0,100.0,0.0,300.0,350.0,50.0
Participant_300,400.0,525.0,100.0,50.0,300.0,475.0,175.0
Participant_301,400.0,500.0,100.0,25.0,300.0,475.0,175.0
Participant_302,400.0,575.0,100.0,25.0,300.0,550.0,250.0
Participant_303,400.0,150.0,100.0,150.0,300.0,0.0,-300.0
Participant_304,400.0,350.0,100.0,350.0,300.0,0.0,-300.0
Participant_306,400.0,150.0,100.0,150.0,300.0,0.0,-300.0
Participant_307,400.0,325.0,100.0,350.0,300.0,-25.0,-325.0
Participant_308,400.0,350.0,100.0,175.0,300.0,175.0,-125.0
Participant_309,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_310,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_311,400.0,150.0,100.0,150.0,300.0,0.0,-300.0
Participant_314,400.0,350.0,100.0,350.0,300.0,0.0,-300.0
Participant_315,400.0,350.0,100.0,350.0,300.0,0.0,-300.0
Participant_316,400.0,300.0,100.0,0.0,300.0,300.0,0.0
Participant_317,400.0,275.0,100.0,75.0,300.0,200.0,-100.0
Participant_319,400.0,450.0,100.0,50.0,300.0,400.0,100.0
Participant_320,400.0,350.0,100.0,350.0,300.0,0.0,-300.0
Participant_321,400.0,500.0,100.0,25.0,300.0,475.0,175.0
Participant_322,400.0,400.0,100.0,325.0,300.0,75.0,-225.0
Participant_323,400.0,550.0,100.0,0.0,300.0,550.0,250.0
Participant_324,400.0,525.0,100.0,50.0,300.0,475.0,175.0
Participant_325,400.0,275.0,100.0,200.0,300.0,75.0,-225.0
Participant_326,400.0,575.0,100.0,0.0,300.0,575.0,275.0
Participant_327,400.0,500.0,100.0,175.0,300.0,325.0,25.0
Participant_328,400.0,175.0,100.0,150.0,300.0,25.0,-275.0
Participant_329,400.0,150.0,100.0,150.0,300.0,0.0,-300.0
Participant_330,400.0,525.0,100.0,75.0,300.0,450.0,150.0
Participant_331,400.0,400.0,100.0,150.0,300.0,250.0,-50.0
Participant_332,400.0,175.0,100.0,200.0,300.0,-25.0,-325.0
Participant_333,400.0,350.0,100.0,50.0,300.0,300.0,0.0
Participant_334,400.0,250.0,100.0,150.0,300.0,100.0,-200.0
Participant_335,400.0,100.0,100.0,100.0,300.0,0.0,-300.0
Participant_337,400.0,600.0,100.0,0.0,300.0,600.0,300.0
Participant_338,400.0,375.0,100.0,0.0,300.0,375.0,75.0
Participant_339,400.0,275.0,100.0,250.0,300.0,25.0,-275.0
Participant_340,400.0,500.0,100.0,25.0,300.0,475.0,175.0
Participant_341,400.0,425.0,100.0,350.0,300.0,75.0,-225.0
Participant_344,400.0,400.0,100.0,350.0,300.0,50.0,-250.0
Participant_345,400.0,525.0,100.0,75.0,300.0,450.0,150.0
Participant_346,400.0,600.0,100.0,125.0,300.0,475.0,175.0
Participant_348,400.0,250.0,100.0,225.0,300.0,25.0,-275.0
Participant_349,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_350,400.0,150.0,100.0,150.0,300.0,0.0,-300.0
Participant_351,400.0,250.0,100.0,225.0,300.0,25.0,-275.0
Participant_352,400.0,375.0,100.0,125.0,300.0,250.0,-50.0
Participant_353,400.0,350.0,100.0,275.0,300.0,75.0,-225.0
Participant_354,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_355,400.0,450.0,100.0,50.0,300.0,400.0,100.0
Participant_357,400.0,550.0,100.0,0.0,300.0,550.0,250.0
Participant_358,400.0,150.0,100.0,150.0,300.0,0.0,-300.0
Participant_359,400.0,200.0,100.0,200.0,300.0,0.0,-300.0
Participant_360,400.0,300.0,100.0,300.0,300.0,0.0,-300.0
Participant_361,400.0,175.0,100.0,75.0,300.0,100.0,-200.0
Participant_363,400.0,150.0,100.0,125.0,300.0,25.0,-275.0
Participant_364,400.0,325.0,100.0,300.0,300.0,25.0,-275.0
Participant_365,400.0,300.0,100.0,300.0,300.0,0.0,-300.0
Participant_366,400.0,225.0,100.0,100.0,300.0,125.0,-175.0
Participant_367,400.0,550.0,100.0,75.0,300.0,475.0,175.0
Participant_368,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_370,400.0,300.0,100.0,25.0,300.0,275.0,-25.0
Participant_371,400.0,575.0,100.0,0.0,300.0,575.0,275.0
Participant_372,400.0,500.0,100.0,0.0,300.0,500.0,200.0
Participant_373,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_375,400.0,550.0,100.0,25.0,300.0,525.0,225.0
Participant_376,400.0,325.0,100.0,125.0,300.0,200.0,-100.0
Participant_377,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_378,400.0,375.0,100.0,225.0,300.0,150.0,-150.0
Participant_379,400.0,525.0,100.0,0.0,300.0,525.0,225.0
Participant_381,400.0,275.0,100.0,150.0,300.0,125.0,-175.0
Participant_383,400.0,175.0,100.0,150.0,300.0,25.0,-275.0
Participant_384,400.0,550.0,100.0,0.0,300.0,550.0,250.0
Participant_385,400.0,275.0,100.0,200.0,300.0,75.0,-225.0
Participant_386,400.0,200.0,100.0,200.0,300.0,0.0,-300.0
Participant_387,400.0,450.0,100.0,0.0,300.0,450.0,150.0
Participant_388,400.0,275.0,100.0,300.0,300.0,-25.0,-325.0
Participant_389,400.0,150.0,100.0,150.0,300.0,0.0,-300.0
Participant_390,400.0,300.0,100.0,300.0,300.0,0.0,-300.0
Participant_391,400.0,225.0,100.0,150.0,300.0,75.0,-225.0
Participant_392,400.0,450.0,100.0,25.0,300.0,425.0,125.0
Participant_393,400.0,625.0,100.0,0.0,300.0,625.0,325.0
Participant_394,400.0,625.0,100.0,0.0,300.0,625.0,325.0
Participant_395,400.0,475.0,100.0,25.0,300.0,450.0,150.0
Participant_396,400.0,500.0,100.0,0.0,300.0,500.0,200.0
Participant_397,400.0,325.0,100.0,250.0,300.0,75.0,-225.0
Participant_398,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_399,400.0,500.0,100.0,25.0,300.0,475.0,175.0
Participant_400,400.0,325.0,100.0,300.0,300.0,25.0,-275.0
Participant_401,400.0,450.0,100.0,0.0,300.0,450.0,150.0
Participant_402,400.0,375.0,100.0,0.0,300.0,375.0,75.0
Participant_403,400.0,175.0,100.0,200.0,300.0,-25.0,-325.0
Participant_404,400.0,350.0,100.0,25.0,300.0,325.0,25.0
Participant_405,400.0,300.0,100.0,250.0,300.0,50.0,-250.0
Participant_407,400.0,575.0,100.0,0.0,300.0,575.0,275.0
Participant_408,400.0,450.0,100.0,100.0,300.0,350.0,50.0
Participant_410,400.0,325.0,100.0,125.0,300.0,200.0,-100.0
Participant_411,400.0,150.0,100.0,125.0,300.0,25.0,-275.0
Participant_412,400.0,175.0,100.0,150.0,300.0,25.0,-275.0
Participant_413,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_414,400.0,550.0,100.0,0.0,300.0,550.0,250.0
Participant_415,400.0,350.0,100.0,350.0,300.0,0.0,-300.0
Participant_416,400.0,575.0,100.0,0.0,300.0,575.0,275.0
Participant_417,400.0,525.0,100.0,0.0,300.0,525.0,225.0
Participant_418,400.0,550.0,100.0,0.0,300.0,550.0,250.0
Participant_419,400.0,250.0,100.0,150.0,300.0,100.0,-200.0
Participant_420,400.0,350.0,100.0,300.0,300.0,50.0,-250.0
Participant_421,400.0,100.0,100.0,75.0,300.0,25.0,-275.0
Participant_422,400.0,275.0,100.0,250.0,300.0,25.0,-275.0
Participant_423,400.0,500.0,100.0,25.0,300.0,475.0,175.0
Participant_424,400.0,350.0,100.0,275.0,300.0,75.0,-225.0
Participant_425,400.0,275.0,100.0,225.0,300.0,50.0,-250.0
Participant_426,400.0,250.0,100.0,200.0,300.0,50.0,-250.0
Participant_427,400.0,350.0,100.0,150.0,300.0,200.0,-100.0
Participant_428,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_429,400.0,575.0,100.0,0.0,300.0,575.0,275.0
Participant_430,400.0,450.0,100.0,0.0,300.0,450.0,150.0
Participant_431,400.0,350.0,100.0,350.0,300.0,0.0,-300.0
Participant_432,400.0,200.0,100.0,150.0,300.0,50.0,-250.0
Participant_434,400.0,350.0,100.0,75.0,300.0,275.0,-25.0
Participant_435,400.0,275.0,100.0,125.0,300.0,150.0,-150.0
Participant_436,400.0,150.0,100.0,150.0,300.0,0.0,-300.0
Participant_437,400.0,350.0,100.0,350.0,300.0,0.0,-300.0
Participant_439,400.0,325.0,100.0,50.0,300.0,275.0,-25.0
Participant_440,400.0,400.0,100.0,25.0,300.0,375.0,75.0
Participant_441,400.0,150.0,100.0,150.0,300.0,0.0,-300.0
Participant_442,400.0,400.0,100.0,300.0,300.0,100.0,-200.0
Participant_443,400.0,600.0,100.0,0.0,300.0,600.0,300.0
Participant_444,400.0,475.0,100.0,50.0,300.0,425.0,125.0
Participant_445,400.0,250.0,100.0,150.0,300.0,100.0,-200.0
Participant_448,400.0,425.0,100.0,275.0,300.0,150.0,-150.0
Participant_449,400.0,500.0,100.0,25.0,300.0,475.0,175.0
Participant_450,400.0,575.0,100.0,75.0,300.0,500.0,200.0
Participant_452,400.0,300.0,100.0,300.0,300.0,0.0,-300.0
Participant_453,400.0,200.0,100.0,200.0,300.0,0.0,-300.0
Participant_454,400.0,600.0,100.0,0.0,300.0,600.0,300.0
Participant_455,400.0,100.0,100.0,100.0,300.0,0.0,-300.0
Participant_456,400.0,500.0,100.0,0.0,300.0,500.0,200.0
Participant_457,400.0,300.0,100.0,300.0,300.0,0.0,-300.0
Participant_458,400.0,400.0,100.0,25.0,300.0,375.0,75.0
Participant_459,400.0,450.0,100.0,175.0,300.0,275.0,-25.0
Participant_461,400.0,275.0,100.0,250.0,300.0,25.0,-275.0
Participant_462,400.0,600.0,100.0,0.0,300.0,600.0,300.0
Participant_464,400.0,300.0,100.0,300.0,300.0,0.0,-300.0
Participant_465,400.0,550.0,100.0,0.0,300.0,550.0,250.0
Participant_466,400.0,300.0,100.0,250.0,300.0,50.0,-250.0
Participant_467,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_468,400.0,200.0,100.0,200.0,300.0,0.0,-300.0
Participant_469,400.0,350.0,100.0,350.0,300.0,0.0,-300.0
Participant_470,400.0,250.0,100.0,250.0,300.0,0.0,-300.0
Participant_471,400.0,375.0,100.0,175.0,300.0,200.0,-100.0
